_id,id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
67e761431e62450149b1a942,29312,Male,22,1,46.0,1,< 1 Year,No,22636.0,152.0,40,0
67e761071e62450149b191ec,23338,Female,36,1,8.0,0,1-2 Year,Yes,39942.0,152.0,73,0
67e761fc1e62450149b1f19a,47832,Male,39,1,4.0,0,1-2 Year,No,29238.0,124.0,252,0
67e760f41e62450149b18ab1,21487,Female,78,1,41.0,1,1-2 Year,No,44139.0,26.0,260,0
67e762011e62450149b1f3d1,48399,Male,45,1,46.0,1,1-2 Year,No,30094.0,124.0,41,0
67e762061e62450149b1f59e,48860,Female,37,1,46.0,0,1-2 Year,Yes,2630.0,156.0,264,0
67e760f21e62450149b189d4,21266,Male,47,1,47.0,1,1-2 Year,No,35841.0,124.0,60,0
67e7614c1e62450149b1acbb,30201,Male,58,1,38.0,1,1-2 Year,No,35055.0,26.0,284,0
67e760321e62450149b1423d,2939,Female,24,1,36.0,0,< 1 Year,No,34051.0,152.0,179,0
67e761d51e62450149b1e275,43955,Female,41,1,46.0,0,1-2 Year,Yes,34732.0,15.0,270,0
67e7603d1e62450149b146a6,4068,Male,45,1,28.0,0,> 2 Years,Yes,37733.0,124.0,10,1
67e7603e1e62450149b146de,4124,Male,28,1,28.0,1,< 1 Year,No,50044.0,26.0,63,0
67e761431e62450149b1a94a,29320,Male,54,1,28.0,0,1-2 Year,Yes,47870.0,26.0,270,0
67e761dc1e62450149b1e50d,44619,Female,22,1,15.0,0,< 1 Year,Yes,31430.0,152.0,216,0
67e761f91e62450149b1f058,47510,Male,25,1,3.0,1,< 1 Year,No,33991.0,152.0,101,0
67e7602d1e62450149b1407e,2492,Male,72,1,28.0,1,1-2 Year,No,61280.0,26.0,63,0
67e761361e62450149b1a460,28062,Male,61,1,21.0,1,1-2 Year,No,37537.0,26.0,234,0
67e761cd1e62450149b1df5d,43163,Female,36,1,46.0,0,> 2 Years,Yes,29679.0,124.0,29,1
67e761111e62450149b195d3,24337,Female,27,1,32.0,1,< 1 Year,No,2630.0,152.0,274,0
67e766431e62450149b204af,52717,Male,59,1,25.0,0,> 2 Years,Yes,42464.0,124.0,216,0
67e7601a1e62450149b138ce,524,Female,23,1,43.0,1,< 1 Year,No,25272.0,152.0,25,0
67e761b11e62450149b1d45e,40348,Female,49,1,50.0,0,1-2 Year,Yes,2630.0,8.0,223,0
67e761411e62450149b1a879,29111,Female,25,1,35.0,1,< 1 Year,No,27008.0,152.0,163,0
67e761c41e62450149b1dbeb,42281,Female,21,1,28.0,1,< 1 Year,No,88891.0,152.0,22,0
67e762151e62450149b1fb61,50335,Male,50,1,28.0,0,1-2 Year,Yes,53513.0,55.0,116,1
67e760a91e62450149b16d5b,13977,Male,60,1,4.0,1,1-2 Year,No,65638.0,26.0,249,0
67e761ce1e62450149b1dfd5,43283,Male,52,1,29.0,0,1-2 Year,Yes,40481.0,26.0,87,0
67e7605b1e62450149b15251,7055,Male,40,1,8.0,1,1-2 Year,No,49706.0,26.0,47,0
67e760851e62450149b162c9,11271,Male,29,1,30.0,0,< 1 Year,Yes,25528.0,152.0,294,1
67e760d71e62450149b17f38,18550,Male,58,1,28.0,0,1-2 Year,Yes,49347.0,26.0,259,1
67e7610e1e62450149b19484,24002,Male,49,1,28.0,0,1-2 Year,Yes,71047.0,26.0,127,0
67e761681e62450149b1b7c8,33030,Male,41,1,46.0,1,1-2 Year,No,26001.0,124.0,36,0
67e761761e62450149b1bd68,34470,Female,22,1,24.0,1,< 1 Year,No,22867.0,152.0,151,0
67e760521e62450149b14ed3,6161,Male,57,1,28.0,0,1-2 Year,Yes,44758.0,124.0,143,0
67e761ed1e62450149b1ebcc,46346,Female,25,1,14.0,1,< 1 Year,No,21409.0,152.0,115,0
67e761c51e62450149b1dc22,42336,Female,24,1,7.0,1,< 1 Year,No,40705.0,152.0,206,0
67e761161e62450149b197b7,24821,Male,23,1,28.0,0,< 1 Year,Yes,41595.0,152.0,218,0
67e761771e62450149b1bda8,34534,Male,48,1,18.0,0,1-2 Year,Yes,28233.0,26.0,133,1
67e761611e62450149b1b50b,32329,Female,24,1,34.0,1,< 1 Year,No,18561.0,152.0,182,0
67e760201e62450149b13b60,1182,Female,24,1,30.0,1,< 1 Year,No,33522.0,152.0,188,0
67e7602d1e62450149b14033,2417,Male,26,1,41.0,1,< 1 Year,No,15117.0,152.0,293,0
67e760911e62450149b1675f,12445,Male,46,1,14.0,0,> 2 Years,Yes,19222.0,124.0,104,0
67e760571e62450149b150d0,6670,Male,45,1,28.0,0,1-2 Year,Yes,77962.0,124.0,249,0
67e761611e62450149b1b533,32369,Female,22,1,10.0,0,< 1 Year,No,21156.0,152.0,217,0
67e7611f1e62450149b19b32,25712,Male,26,1,47.0,1,< 1 Year,No,21941.0,152.0,131,0
67e761d61e62450149b1e2b8,44022,Male,25,1,28.0,1,< 1 Year,No,44658.0,152.0,287,0
67e760c11e62450149b17697,16341,Female,52,1,50.0,0,1-2 Year,Yes,31492.0,26.0,67,0
67e761b01e62450149b1d408,40262,Male,24,1,29.0,1,< 1 Year,No,52103.0,152.0,188,0
67e761ab1e62450149b1d22f,39789,Female,57,1,8.0,0,1-2 Year,Yes,28888.0,26.0,286,1
67e761b91e62450149b1d7b0,41198,Male,55,1,7.0,0,1-2 Year,Yes,37318.0,124.0,180,0
67e760221e62450149b13bfd,1339,Female,24,1,35.0,1,< 1 Year,No,48974.0,152.0,82,0
67e761171e62450149b19831,24943,Female,30,1,33.0,0,< 1 Year,Yes,29065.0,152.0,51,0
67e761cb1e62450149b1dead,42987,Male,78,1,23.0,1,1-2 Year,No,32756.0,154.0,88,0
67e760891e62450149b1641b,11609,Male,39,1,18.0,1,1-2 Year,No,33278.0,131.0,210,0
67e7621e1e62450149b1fef1,51247,Female,48,1,35.0,0,1-2 Year,Yes,24805.0,154.0,240,0
67e7607c1e62450149b15f62,10400,Female,22,1,2.0,0,< 1 Year,Yes,30798.0,152.0,294,0
67e7613d1e62450149b1a722,28768,Female,23,1,1.0,1,< 1 Year,No,2630.0,160.0,71,0
67e7616e1e62450149b1ba3c,33658,Female,32,1,28.0,0,1-2 Year,Yes,40052.0,124.0,188,0
67e761531e62450149b1afbb,30969,Male,21,1,8.0,0,< 1 Year,Yes,41202.0,160.0,193,0
67e760831e62450149b161bb,11001,Male,39,1,2.0,1,1-2 Year,No,2630.0,152.0,207,0
67e760271e62450149b13ded,1835,Female,24,1,28.0,1,< 1 Year,No,36251.0,152.0,89,0
67e762241e62450149b2012f,51821,Female,20,1,8.0,0,< 1 Year,Yes,31387.0,160.0,177,0
67e7601c1e62450149b139cd,779,Male,23,1,28.0,0,< 1 Year,Yes,40765.0,152.0,144,0
67e766431e62450149b204a5,52707,Female,37,1,2.0,1,1-2 Year,No,25559.0,152.0,36,0
67e761e71e62450149b1e9a9,45799,Female,25,1,8.0,0,< 1 Year,Yes,53553.0,152.0,217,0
67e762061e62450149b1f5bd,48891,Female,20,1,15.0,1,< 1 Year,No,28439.0,160.0,254,0
67e761041e62450149b190d6,23060,Female,35,1,28.0,1,1-2 Year,No,56801.0,152.0,39,0
67e761d71e62450149b1e35b,44185,Male,34,1,34.0,0,1-2 Year,Yes,38870.0,26.0,112,1
67e761e71e62450149b1e968,45734,Female,25,1,41.0,1,< 1 Year,No,25173.0,152.0,185,0
67e761a61e62450149b1cfe4,39202,Female,24,1,28.0,1,< 1 Year,No,44565.0,152.0,42,0
67e761991e62450149b1caec,37930,Female,32,1,28.0,0,< 1 Year,Yes,33455.0,152.0,219,1
67e760ef1e62450149b188b4,20978,Female,22,1,33.0,1,< 1 Year,No,25853.0,152.0,295,0
67e760de1e62450149b1821b,19289,Female,52,1,28.0,0,1-2 Year,Yes,58944.0,157.0,37,0
67e761591e62450149b1b231,31599,Male,61,1,28.0,0,1-2 Year,Yes,32591.0,26.0,191,1
67e760f01e62450149b188fc,21050,Female,35,1,41.0,0,1-2 Year,Yes,2630.0,157.0,254,0
67e761e61e62450149b1e8e7,45605,Female,41,1,38.0,0,1-2 Year,No,30596.0,26.0,167,0
67e761511e62450149b1af0c,30794,Male,51,1,8.0,0,1-2 Year,Yes,36896.0,26.0,272,1
67e761861e62450149b1c36a,36008,Female,21,1,24.0,1,< 1 Year,No,20631.0,152.0,165,0
67e7602a1e62450149b13f29,2151,Female,46,1,28.0,0,1-2 Year,Yes,50041.0,26.0,155,1
67e760b61e62450149b17276,15284,Female,23,1,5.0,0,< 1 Year,Yes,22497.0,152.0,105,0
67e7602a1e62450149b13f0e,2124,Male,34,1,28.0,0,1-2 Year,Yes,47203.0,124.0,45,1
67e760641e62450149b155c5,7939,Female,54,1,41.0,0,1-2 Year,Yes,32556.0,26.0,164,0
67e760f21e62450149b189c6,21252,Female,25,1,41.0,1,< 1 Year,No,27200.0,152.0,61,0
67e761a11e62450149b1ce28,38758,Male,35,1,28.0,0,1-2 Year,Yes,35753.0,26.0,112,1
67e761c41e62450149b1dbf0,42286,Male,53,1,41.0,0,> 2 Years,Yes,2630.0,157.0,235,0
67e7620c1e62450149b1f80a,49480,Male,46,1,29.0,0,1-2 Year,Yes,2630.0,156.0,275,0
67e7608a1e62450149b164a8,11750,Male,32,1,29.0,0,< 1 Year,No,31594.0,152.0,79,0
67e760bc1e62450149b1749e,15836,Male,53,1,3.0,1,1-2 Year,No,24637.0,124.0,113,0
67e7607f1e62450149b16047,10629,Male,47,1,28.0,0,1-2 Year,Yes,2630.0,157.0,114,0
67e761ae1e62450149b1d30f,40013,Female,70,1,28.0,1,1-2 Year,No,34073.0,134.0,38,0
67e762161e62450149b1fba6,50404,Female,61,1,33.0,0,1-2 Year,Yes,38662.0,124.0,22,0
67e760fb1e62450149b18d3a,22136,Male,43,1,28.0,0,1-2 Year,Yes,35029.0,60.0,127,0
67e760b51e62450149b171e0,15134,Female,46,1,43.0,1,1-2 Year,No,37625.0,26.0,135,0
67e760821e62450149b1615a,10904,Female,46,1,14.0,0,1-2 Year,Yes,31911.0,122.0,111,0
67e761801e62450149b1c120,35422,Female,24,1,11.0,1,< 1 Year,No,28272.0,152.0,187,0
67e760781e62450149b15d8e,9932,Female,36,1,28.0,0,1-2 Year,Yes,30826.0,26.0,211,0
67e7606a1e62450149b1580f,8525,Female,22,1,13.0,0,< 1 Year,Yes,26444.0,152.0,292,0
67e761a81e62450149b1d0ad,39403,Female,46,1,28.0,0,1-2 Year,Yes,95641.0,122.0,182,0
67e760711e62450149b15b0c,9290,Female,43,1,28.0,0,1-2 Year,Yes,25604.0,122.0,30,0
67e760fd1e62450149b18de2,22304,Female,23,1,8.0,1,< 1 Year,No,74667.0,152.0,82,0
67e7613e1e62450149b1a78a,28872,Female,26,1,26.0,1,< 1 Year,No,32341.0,152.0,73,0
67e761381e62450149b1a539,28279,Female,45,1,28.0,0,1-2 Year,Yes,34057.0,163.0,65,0
67e760461e62450149b14a16,4948,Male,42,1,28.0,0,1-2 Year,Yes,47091.0,26.0,20,0
67e7602d1e62450149b1407f,2493,Female,33,1,0.0,0,1-2 Year,No,2630.0,52.0,211,0
67e761011e62450149b18fb0,22766,Male,23,1,36.0,0,< 1 Year,Yes,35423.0,152.0,226,0
67e760e41e62450149b1845f,19869,Male,24,1,28.0,0,1-2 Year,Yes,52252.0,122.0,67,0
67e7602e1e62450149b140dc,2586,Male,33,1,45.0,1,< 1 Year,No,33980.0,152.0,149,0
67e7605c1e62450149b152e0,7198,Male,23,1,28.0,0,< 1 Year,No,58104.0,153.0,27,0
67e7603b1e62450149b145c9,3847,Male,23,1,30.0,1,< 1 Year,No,23757.0,26.0,155,0
67e762291e62450149b20313,52305,Male,58,1,28.0,0,1-2 Year,Yes,66975.0,124.0,171,0
67e760c71e62450149b17915,16979,Female,74,1,28.0,0,1-2 Year,Yes,29242.0,26.0,100,0
67e760ba1e62450149b173da,15640,Female,24,1,3.0,0,< 1 Year,Yes,24260.0,152.0,142,0
67e760ca1e62450149b17a06,17220,Female,46,1,28.0,0,1-2 Year,Yes,60183.0,26.0,151,1
67e761181e62450149b19876,25012,Female,41,1,27.0,1,1-2 Year,No,25998.0,26.0,24,0
67e760b01e62450149b17013,14673,Male,40,1,15.0,0,1-2 Year,Yes,34908.0,155.0,258,0
67e760621e62450149b15527,7781,Male,24,1,33.0,0,< 1 Year,No,34261.0,152.0,140,0
67e760281e62450149b13e3e,1916,Male,74,1,28.0,1,1-2 Year,No,24758.0,124.0,196,0
67e761571e62450149b1b13c,31354,Male,39,1,35.0,0,1-2 Year,Yes,28485.0,124.0,238,1
67e760761e62450149b15d0a,9800,Female,22,1,28.0,0,< 1 Year,Yes,46059.0,26.0,119,0
67e762001e62450149b1f368,48294,Female,23,1,17.0,0,< 1 Year,Yes,53304.0,152.0,105,0
67e761e31e62450149b1e7ca,45320,Female,28,1,36.0,1,< 1 Year,No,31501.0,152.0,90,0
67e7611f1e62450149b19b5f,25757,Female,35,1,28.0,0,1-2 Year,Yes,2630.0,157.0,166,1
67e761541e62450149b1b03d,31099,Male,58,1,26.0,1,1-2 Year,No,31534.0,124.0,130,0
67e7610f1e62450149b19536,24180,Male,44,1,8.0,1,1-2 Year,No,30828.0,26.0,36,0
67e7612f1e62450149b1a19f,27357,Female,24,1,36.0,1,< 1 Year,No,28817.0,152.0,40,0
67e761bf1e62450149b1d9cf,41741,Female,34,1,46.0,0,1-2 Year,Yes,2630.0,157.0,292,1
67e760ab1e62450149b16e1e,14172,Male,50,1,3.0,1,1-2 Year,No,29427.0,124.0,102,0
67e761451e62450149b1aa51,29583,Female,39,1,7.0,0,1-2 Year,Yes,35079.0,124.0,116,0
67e7606a1e62450149b15820,8542,Male,32,1,28.0,0,< 1 Year,Yes,19880.0,122.0,126,0
67e7617c1e62450149b1bfd4,35090,Female,22,1,30.0,1,< 1 Year,No,27302.0,152.0,207,0
67e761f21e62450149b1edc4,46850,Male,34,1,3.0,0,1-2 Year,Yes,25412.0,124.0,279,0
67e761681e62450149b1b80e,33100,Male,65,1,11.0,0,1-2 Year,Yes,24780.0,26.0,55,0
67e760f71e62450149b18b8a,21704,Female,56,1,28.0,0,1-2 Year,Yes,31726.0,26.0,83,0
67e7602a1e62450149b13f14,2130,Female,41,1,15.0,0,1-2 Year,Yes,22360.0,26.0,249,1
67e760d81e62450149b17f99,18647,Male,25,1,28.0,0,< 1 Year,Yes,35506.0,152.0,169,0
67e760a81e62450149b16cc4,13826,Male,41,1,28.0,0,1-2 Year,Yes,39155.0,122.0,30,1
67e760eb1e62450149b1872c,20586,Male,39,1,8.0,1,1-2 Year,No,34221.0,155.0,190,0
67e7609a1e62450149b16b06,13380,Male,65,1,39.0,0,1-2 Year,Yes,28648.0,124.0,257,0
67e760bd1e62450149b17540,15998,Female,44,1,31.0,1,1-2 Year,No,2630.0,124.0,102,0
67e761cb1e62450149b1de79,42935,Male,46,1,36.0,1,1-2 Year,No,2630.0,26.0,33,0
67e760d91e62450149b17fd6,18708,Female,22,1,41.0,1,< 1 Year,No,20343.0,152.0,47,0
67e7614b1e62450149b1aca7,30181,Female,23,1,13.0,1,< 1 Year,No,2630.0,151.0,62,0
67e761dc1e62450149b1e556,44692,Male,37,1,29.0,0,1-2 Year,Yes,36716.0,26.0,216,1
67e761cc1e62450149b1dec7,43013,Male,27,1,41.0,0,< 1 Year,Yes,42435.0,152.0,213,0
67e761891e62450149b1c4e8,36390,Female,39,1,28.0,0,> 2 Years,Yes,40492.0,26.0,254,1
67e761b71e62450149b1d6b6,40948,Male,24,1,12.0,0,< 1 Year,Yes,49555.0,152.0,27,0
67e7617b1e62450149b1bf5d,34971,Female,45,1,28.0,0,1-2 Year,Yes,42931.0,26.0,14,0
67e760501e62450149b14df7,5941,Male,28,1,28.0,1,< 1 Year,No,34767.0,152.0,81,0
67e761b81e62450149b1d723,41057,Female,36,1,41.0,0,1-2 Year,Yes,28365.0,136.0,104,1
67e7612a1e62450149b19f81,26815,Female,42,1,28.0,0,1-2 Year,Yes,43515.0,124.0,146,1
67e760c41e62450149b177fb,16697,Male,21,1,11.0,0,< 1 Year,Yes,37078.0,152.0,240,0
67e761991e62450149b1cb2f,37997,Female,72,1,28.0,0,1-2 Year,Yes,30798.0,13.0,273,0
67e762161e62450149b1fc04,50498,Female,27,1,8.0,0,1-2 Year,No,2630.0,156.0,28,0
67e761641e62450149b1b676,32692,Female,23,1,50.0,1,< 1 Year,Yes,2630.0,152.0,228,0
67e7602c1e62450149b13ff2,2352,Male,34,1,46.0,0,1-2 Year,Yes,29108.0,124.0,264,0
67e760921e62450149b167a9,12519,Male,23,1,3.0,1,< 1 Year,No,17517.0,152.0,31,0
67e7613d1e62450149b1a6ef,28717,Male,40,1,8.0,0,1-2 Year,Yes,2630.0,157.0,232,0
67e762291e62450149b2035f,52381,Male,23,1,8.0,1,< 1 Year,No,57082.0,152.0,122,0
67e760dd1e62450149b18192,19152,Male,43,1,50.0,0,1-2 Year,No,48716.0,26.0,95,0
67e760a91e62450149b16d52,13968,Male,27,1,41.0,1,< 1 Year,No,45758.0,152.0,283,0
67e761a31e62450149b1cebc,38906,Male,25,1,41.0,1,< 1 Year,No,24735.0,152.0,13,0
67e761261e62450149b19df6,26420,Female,42,1,28.0,0,1-2 Year,Yes,40740.0,26.0,81,1
67e761251e62450149b19dc2,26368,Female,61,1,48.0,0,1-2 Year,Yes,2630.0,4.0,184,0
67e761c01e62450149b1da68,41894,Female,29,1,8.0,1,< 1 Year,No,53641.0,152.0,200,0
67e761411e62450149b1a8c6,29188,Male,38,1,4.0,0,1-2 Year,Yes,39603.0,163.0,237,1
67e760831e62450149b16209,11079,Female,24,1,30.0,1,< 1 Year,No,29145.0,152.0,247,0
67e761741e62450149b1bc93,34257,Male,20,1,7.0,0,< 1 Year,No,2630.0,156.0,139,0
67e761451e62450149b1aa4e,29580,Male,21,1,41.0,1,< 1 Year,No,31483.0,152.0,241,0
67e761671e62450149b1b74c,32906,Female,21,1,46.0,0,< 1 Year,Yes,39338.0,160.0,90,0
67e760211e62450149b13ba1,1247,Female,25,1,8.0,0,< 1 Year,Yes,38777.0,152.0,217,0
67e7613b1e62450149b1a633,28529,Male,41,1,50.0,0,1-2 Year,Yes,45457.0,120.0,252,0
67e760bd1e62450149b17502,15936,Male,44,1,29.0,1,1-2 Year,No,26453.0,124.0,219,0
67e761181e62450149b198b2,25072,Female,32,1,28.0,0,1-2 Year,Yes,35859.0,124.0,123,0
67e7602b1e62450149b13f8f,2253,Male,43,1,28.0,0,1-2 Year,Yes,44014.0,124.0,287,1
67e7610a1e62450149b1930e,23628,Female,39,1,28.0,1,1-2 Year,No,38667.0,139.0,31,0
67e761821e62450149b1c21d,35675,Female,22,1,39.0,0,< 1 Year,Yes,31508.0,152.0,105,0
67e760d81e62450149b17f6f,18605,Male,24,1,18.0,1,< 1 Year,No,29250.0,152.0,223,0
67e7602e1e62450149b140c9,2567,Male,48,1,47.0,0,1-2 Year,Yes,38699.0,124.0,214,0
67e7604a1e62450149b14b98,5334,Female,32,1,29.0,1,< 1 Year,No,34991.0,152.0,33,0
67e7615e1e62450149b1b3c9,32007,Female,22,1,27.0,0,< 1 Year,Yes,21375.0,160.0,42,0
67e761921e62450149b1c833,37233,Male,23,1,28.0,0,< 1 Year,Yes,44552.0,152.0,203,1
67e760651e62450149b1560c,8010,Male,49,1,28.0,0,1-2 Year,Yes,33784.0,122.0,233,0
67e761891e62450149b1c4b8,36342,Female,36,1,28.0,0,1-2 Year,No,22903.0,124.0,259,1
67e760451e62450149b149e0,4894,Female,20,1,40.0,0,1-2 Year,Yes,2630.0,158.0,121,0
67e760af1e62450149b16fb4,14578,Male,34,1,8.0,1,1-2 Year,No,58226.0,7.0,258,0
67e761ff1e62450149b1f2d5,48147,Female,63,1,28.0,0,1-2 Year,Yes,33526.0,124.0,61,0
67e7603c1e62450149b145ff,3901,Female,23,1,13.0,1,< 1 Year,No,28671.0,152.0,282,0
67e760561e62450149b15084,6594,Female,55,1,50.0,0,1-2 Year,Yes,26174.0,26.0,31,0
67e7621b1e62450149b1fd99,50903,Male,41,1,8.0,1,1-2 Year,No,46852.0,124.0,34,0
67e761e01e62450149b1e69a,45016,Female,46,1,29.0,0,1-2 Year,Yes,2630.0,124.0,223,1
67e761a91e62450149b1d122,39520,Male,45,1,18.0,0,1-2 Year,Yes,40682.0,124.0,75,1
67e766431e62450149b204b8,52726,Male,43,1,28.0,0,1-2 Year,Yes,47905.0,124.0,35,1
67e761951e62450149b1c97c,37562,Female,42,1,28.0,1,1-2 Year,No,27156.0,122.0,162,0
67e761241e62450149b19d26,26212,Male,26,1,13.0,0,< 1 Year,Yes,2630.0,152.0,164,0
67e761321e62450149b1a2c7,27653,Male,23,1,8.0,1,< 1 Year,No,55820.0,152.0,167,0
67e761341e62450149b1a392,27856,Male,23,1,36.0,1,< 1 Year,No,37287.0,152.0,242,0
67e761fd1e62450149b1f1e4,47906,Male,24,1,14.0,1,< 1 Year,No,39115.0,152.0,168,0
67e7602b1e62450149b13f67,2213,Male,44,1,41.0,0,1-2 Year,Yes,26349.0,124.0,228,0
67e761e51e62450149b1e8d3,45585,Female,29,1,50.0,1,< 1 Year,No,24584.0,152.0,153,0
67e7607a1e62450149b15e60,10142,Female,59,1,41.0,0,1-2 Year,Yes,33324.0,65.0,208,0
67e761db1e62450149b1e4e1,44575,Male,49,1,10.0,0,> 2 Years,Yes,34816.0,124.0,118,0
67e761711e62450149b1bb6a,33960,Female,27,1,41.0,1,< 1 Year,No,45933.0,152.0,104,0
67e7613e1e62450149b1a750,28814,Male,44,1,28.0,0,1-2 Year,Yes,31867.0,13.0,196,1
67e761001e62450149b18f4e,22668,Female,48,1,28.0,0,1-2 Year,Yes,36242.0,124.0,171,0
67e761691e62450149b1b859,33175,Female,46,1,3.0,0,1-2 Year,Yes,28986.0,129.0,238,0
67e761971e62450149b1ca3c,37754,Male,29,1,28.0,0,< 1 Year,Yes,50710.0,26.0,13,1
67e760b81e62450149b17322,15456,Male,44,1,41.0,0,1-2 Year,Yes,38766.0,26.0,222,0
67e7621a1e62450149b1fd67,50853,Female,24,1,34.0,1,< 1 Year,No,34221.0,152.0,286,0
67e7615f1e62450149b1b44a,32136,Male,36,1,41.0,0,1-2 Year,Yes,2630.0,157.0,281,1
67e7617a1e62450149b1bec7,34821,Female,67,1,8.0,1,1-2 Year,No,31842.0,154.0,204,0
67e760c41e62450149b177a4,16610,Male,20,1,2.0,0,< 1 Year,Yes,26113.0,160.0,294,0
67e760581e62450149b15131,6767,Male,23,1,29.0,1,< 1 Year,No,31244.0,152.0,153,0
67e760e91e62450149b1861e,20316,Female,26,1,8.0,1,< 1 Year,No,40940.0,152.0,288,0
67e760ef1e62450149b188b2,20976,Male,32,1,15.0,0,< 1 Year,Yes,36013.0,152.0,53,0
67e760621e62450149b15510,7758,Male,48,1,30.0,0,1-2 Year,Yes,2630.0,124.0,155,1
67e760cd1e62450149b17b5c,17562,Female,24,1,10.0,1,< 1 Year,No,36198.0,152.0,164,0
67e7617e1e62450149b1c08a,35272,Male,30,1,30.0,1,< 1 Year,No,28425.0,152.0,269,0
67e760d21e62450149b17d66,18084,Female,63,1,28.0,0,1-2 Year,Yes,2630.0,154.0,125,1
67e761301e62450149b1a1e2,27424,Female,25,1,46.0,1,< 1 Year,No,35805.0,152.0,270,0
67e760c01e62450149b17629,16231,Male,30,1,36.0,1,< 1 Year,No,42564.0,152.0,122,0
67e7622a1e62450149b2038c,52426,Male,43,1,28.0,0,1-2 Year,Yes,49269.0,124.0,200,0
67e762111e62450149b1f9f8,49974,Male,43,1,11.0,0,1-2 Year,Yes,32548.0,120.0,241,0
67e761b01e62450149b1d42a,40296,Female,24,1,46.0,1,< 1 Year,No,27163.0,152.0,274,0
67e7602b1e62450149b13fac,2282,Male,40,1,18.0,0,< 1 Year,No,2630.0,1.0,69,0
67e761601e62450149b1b497,32213,Female,36,1,37.0,0,> 2 Years,Yes,41407.0,128.0,147,0
67e7604d1e62450149b14cd2,5648,Female,24,1,35.0,1,< 1 Year,No,32448.0,152.0,78,0
67e760f51e62450149b18add,21531,Female,67,1,28.0,0,1-2 Year,Yes,2630.0,26.0,39,0
67e760b61e62450149b1726d,15275,Male,45,1,28.0,1,1-2 Year,No,41487.0,124.0,79,0
67e7603f1e62450149b1472f,4205,Female,49,1,35.0,1,1-2 Year,No,22097.0,152.0,244,0
67e762111e62450149b1f9af,49901,Female,39,1,20.0,0,1-2 Year,Yes,2630.0,124.0,252,1
67e762191e62450149b1fd25,50787,Female,22,1,10.0,1,< 1 Year,No,23448.0,152.0,186,0
67e760641e62450149b155f8,7990,Female,65,1,28.0,1,1-2 Year,No,53448.0,124.0,60,0
67e761c31e62450149b1db80,42174,Male,62,1,41.0,0,> 2 Years,Yes,33348.0,26.0,80,1
67e7619d1e62450149b1ccbb,38393,Female,22,1,13.0,1,< 1 Year,No,42569.0,152.0,158,0
67e760891e62450149b16420,11614,Female,41,1,37.0,1,1-2 Year,No,31054.0,13.0,203,0
67e761751e62450149b1bcee,34348,Male,58,1,8.0,0,1-2 Year,Yes,37787.0,124.0,94,0
67e761a91e62450149b1d158,39574,Male,53,1,28.0,0,1-2 Year,Yes,39972.0,13.0,196,0
